name,created_at,word from wordlist,found word,original tweet,tweet
"Klein-Schmeink, Maria",Mon Mar 16 12:21:30 +0000 2020,antikörpertest,antokörpertests,"@Herr__Meneutik @linnair @BMG_Bund @rki_de @kbv4u Antokörpertests werden gerade entwickelt, meines Wissens nach.","['antokörpertests', 'gerade', 'entwickelt', 'wissens']"
"Klein-Schmeink, Maria",Mon Mar 16 20:16:51 +0000 2020,corona,corona,Nun ist auch diese Frage geklärt. #corona #Videosprechstunde https://t.co/r8ybn1cxkv,"['frage', 'geklärt', 'corona', 'videosprechstunde']"
"Klein-Schmeink, Maria",Tue Mar 17 07:30:16 +0000 2020,coronavirus,coronavirusde,@UK_Muenster @pflegekraft_ms @muenster_de Meinen größten Respekt! Und wir alle schulden Ihnen dass wir uns darum bemühen unsere direkten Kontakte so weit wie möglich einzuschränken. Und uns vernünftig zu verhalten.  #CoronaVirusDE #Muenster,"['größten', 'respekt', 'schulden', 'darum', 'bemühen', 'direkten', 'kontakte', 'weit', 'möglich', 'einzuschränken', 'vernünftig', 'verhalten', 'coronavirusde', 'muenster']"
"Klein-Schmeink, Maria",Wed Mar 18 08:43:39 +0000 2020,coronavirus,coronavirus,"Solidarität hilft auch denjenigen, die nicht zur Risikogruppe gehören. Denn auch jeder akut schwer erkrankte braucht ein funktionsfähige Krankenhaus. Das kann jede und jeden treffen.
Also haltet Distanz und schränkt eure direkten Kontakte ein. 
#coronavirus #SocialDistance","['solidarität', 'hilft', 'denjenigen', 'risikogruppe', 'gehören', 'akut', 'schwer', 'erkrankte', 'braucht', 'funktionsfähige', 'krankenhaus', 'treffen', 'haltet', 'distanz', 'schränkt', 'direkten', 'kontakte', 'coronavirus', 'socialdistance']"
"Klein-Schmeink, Maria",Wed Mar 18 09:41:11 +0000 2020,#coronavirusdeutschland,coronavirusdeutschland,"Wir Grünen Gesundheitspolitikerinnen haben Punkte zusammengetragen, wo weiterer Handlungsbedarf in Sachen #coronavirusdeutschland ist. Müssen Alles tun damit die vielen im Gesundheitswesen Tätigen handlungsfähig bleiben. Alle machen super Job #Solidaritaet
https://t.co/zuf5I9mhCE","['grünen', 'gesundheitspolitikerinnen', 'punkte', 'zusammengetragen', 'weiterer', 'handlungsbedarf', 'sachen', 'coronavirusdeutschland', 'müssen', 'tun', 'vielen', 'gesundheitswesen', 'tätigen', 'handlungsfähig', 'bleiben', 'super', 'job', 'solidaritaet']"
"Klein-Schmeink, Maria",Wed Mar 18 13:55:52 +0000 2020,coronavirus,coronavirus,"Sehr richtig. Das darf nichtbübersehen werden. Viele brauchen ihren täglichen Treff als wichtigen Anlaufpunkt. Dort fällt auch am ehesten auf, wenn es jdn schlechter geht. Immer abgewogen handeln.  #coronavirus","['richtig', 'darf', 'nichtbübersehen', 'viele', 'brauchen', 'täglichen', 'treff', 'wichtigen', 'anlaufpunkt', 'fällt', 'ehesten', 'jdn', 'schlechter', 'geht', 'immer', 'abgewogen', 'handeln', 'coronavirus']"
"Klein-Schmeink, Maria",Thu Mar 19 11:01:00 +0000 2020,#coronadeutschland,coronadeutschland,"Sei langem weisen wir auch ohne #coronadeutschland daraufhin, dass etliche Berufe, die unverzichtbare Arbeit für das Gemeinwesen leisten, zu wenig Wertschätzung, zu wenig Bezahlung erhalten und unter belastenden Arbeitsbedingungen arbeiten. #Merkposten  https://t.co/LajOxL0Yyt","['sei', 'langem', 'weisen', 'coronadeutschland', 'daraufhin', 'etliche', 'berufe', 'unverzichtbare', 'arbeit', 'gemeinwesen', 'leisten', 'wenig', 'wertschätzung', 'wenig', 'bezahlung', 'erhalten', 'belastenden', 'arbeitsbedingungen', 'arbeiten', 'merkposten']"
"Klein-Schmeink, Maria",Fri Mar 20 07:29:08 +0000 2020,coronavirus,coronavirus,"#Radfahren schützt sich &amp; andere
Wer Busse &amp; Bahnen meidet, senkt das Ansteckungsrisiko, weil das #coronavirus hauptsächlich über Tröpfcheninfektion auf kurze Distanz übertragen wird.  Pneumologe Michael Barczok, Bundesverband der Pneumologen, Schlaf- &amp; Beatmungsmediziner","['radfahren', 'schützt', 'wer', 'busse', 'bahnen', 'meidet', 'senkt', 'ansteckungsrisiko', 'coronavirus', 'hauptsächlich', 'tröpfcheninfektion', 'kurze', 'distanz', 'übertragen', 'pneumologe', 'michael', 'barczok', 'bundesverband', 'pneumologen', 'schlaf', 'beatmungsmediziner']"
"Klein-Schmeink, Maria",Fri Mar 20 09:58:28 +0000 2020,coronavirus,coronavirus,"Wichtiger Aspekt, der in den Massnahmen zur Bewältigung der Krise durch den #coronavirus nicht vergessen werden darf. Nicht für alle ist #StayAtHome einfach, für manche sogar bedrohlich. Wir brauchen eine Stärkung der Hilfetelefone &amp;  Nachbarschaftshilfen  https://t.co/JrjrCQYdRt","['wichtiger', 'aspekt', 'massnahmen', 'bewältigung', 'krise', 'coronavirus', 'vergessen', 'darf', 'stayathome', 'einfach', 'sogar', 'bedrohlich', 'brauchen', 'stärkung', 'hilfetelefone', 'nachbarschaftshilfen']"
"Klein-Schmeink, Maria",Fri Mar 20 10:05:46 +0000 2020,social distancing,socialdistanacing,"Das ist wirklich witzig. Und im Ernst: die Abstufung der menschlichen Bedürfnisse zeigt, dass wir im #SocialDistanacing die einsamen Menschen nicht vergessen dürfen. #wirbleibenzuhause kann auch heißen Menschen anzurufen, von denen man weiss, dass sie wenig Kontakt haben.","['wirklich', 'witzig', 'ernst', 'abstufung', 'menschlichen', 'bedürfnisse', 'zeigt', 'socialdistanacing', 'einsamen', 'menschen', 'vergessen', 'dürfen', 'wirbleibenzuhause', 'heißen', 'menschen', 'anzurufen', 'denen', 'weiss', 'wenig', 'kontakt']"
"Klein-Schmeink, Maria",Sat Mar 21 09:16:13 +0000 2020,coronavirus,coronavirus,"Gut, dass du das beständig ansprichst, lieber @svenlehmann Da muss schnell gehandelt werden. Diese Haushalte trifft es hart. #coronavirus","['gut', 'beständig', 'ansprichst', 'lieber', 'schnell', 'gehandelt', 'haushalte', 'trifft', 'hart', 'coronavirus']"
"Klein-Schmeink, Maria",Sat Mar 21 09:26:34 +0000 2020,coronavirus,coronavirus,"Wohne gegenüber von Krankenhaus.Hab heute morgen Mitarbeiter anfahren sehen &amp; hören. Mit welch banger Erwartung sie das wohl tun?Mir bleibt nur ""Danke"" zu sagen für die wichtige Arbeit,die dort alle leisten 🙏 Hoffentlich kommen möglichst alle gesund durch diese Zeit #coronavirus","['wohne', 'gegenüber', 'krankenhaushab', 'heute', 'morgen', 'mitarbeiter', 'anfahren', 'sehen', 'hören', 'welch', 'banger', 'erwartung', 'wohl', 'tun', 'bleibt', 'danke', 'sagen', 'wichtige', 'arbeit', 'leisten', 'hoffentlich', 'kommen', 'möglichst', 'gesund', 'zeit', 'coronavirus']"
"Klein-Schmeink, Maria",Sat Mar 21 09:35:34 +0000 2020,#coronavirusdeutschland,coronavirusdeutschland,"@Pflege_News Tun wir.  Im Autorinnenpapier haben wir Punkte zusammengetragen, die wir an die Bundesregierung herangetragen. Liste wird momentan täglich länger
#Pflege #Psychiatrie #Psychotherapie #Gesundheitsberufe #Hilfsmittel
#coronavirusdeutschland
https://t.co/zuf5I9mhCE","['tun', 'autorinnenpapier', 'punkte', 'zusammengetragen', 'bundesregierung', 'herangetragen', 'liste', 'momentan', 'täglich', 'länger', 'pflege', 'psychiatrie', 'psychotherapie', 'gesundheitsberufe', 'hilfsmittel', 'coronavirusdeutschland']"
"Klein-Schmeink, Maria",Sun Mar 22 20:14:31 +0000 2020,social distancing,socialdistancing,"@PaulaPiechotta @Noamuth89 Die Reduktion von Kontakten ist die einzige Massnahme, die wir derzeit haben, neben den Hygieneschutzmassnahmen. Bis wissenschaftliche Evidenz bei neuartigen Erkrankungen geschaffen ist, kann es lange brauchen. Die Ausgestaltung von #SocialDistancing ist tatsächlich Politik","['reduktion', 'kontakten', 'einzige', 'massnahme', 'derzeit', 'neben', 'hygieneschutzmassnahmen', 'wissenschaftliche', 'evidenz', 'neuartigen', 'erkrankungen', 'geschaffen', 'lange', 'brauchen', 'ausgestaltung', 'socialdistancing', 'tatsächlich', 'politik']"
"Klein-Schmeink, Maria",Sun Mar 22 20:18:24 +0000 2020,coronavirus,coronavirus,"@worrius Wir brauchen jetzt funktionsfähige Krankenhäuser nicht nur für die #coronavirus Patienten. Jetzt geht es um Schutzschirm und alle Kräfte bündeln. Wer nach Italien schaut, ahnt was kommen kann.","['brauchen', 'funktionsfähige', 'krankenhäuser', 'coronavirus', 'patienten', 'geht', 'schutzschirm', 'kräfte', 'bündeln', 'wer', 'italien', 'schaut', 'ahnt', 'kommen']"
"Klein-Schmeink, Maria",Sun Mar 22 20:45:49 +0000 2020,coronavirus,coronavirus,"Ich drücke die Daumen, dass es nicht zu einer Infektion gekommen ist. Alles Gute, liebe Frau Merkel #coronavirus","['drücke', 'daumen', 'infektion', 'gekommen', 'gute', 'liebe', 'frau', 'merkel', 'coronavirus']"
"Klein-Schmeink, Maria",Mon Mar 23 16:17:08 +0000 2020,corona,corona,"Alles richtige Schritte, doch der #Schutzschirm bleibt noch löchrig. Es fehlen u.a. Hilfen für #Hebammen, #Therapeuten,  Reha-Einrichtungen,  Sozialpädiatrische Zentren,  Sozialpsychiatrie. Zudem wird man Psychiatrie &amp; Krankenhäusern,die keine corona Patienten haben nicht gerecht","['richtige', 'schritte', 'schutzschirm', 'bleibt', 'löchrig', 'fehlen', 'u', 'a', 'hilfen', 'hebammen', 'therapeuten', 'rehaeinrichtungen', 'sozialpädiatrische', 'zentren', 'sozialpsychiatrie', 'zudem', 'psychiatrie', 'krankenhäusern', 'corona', 'patienten', 'gerecht']"
"Klein-Schmeink, Maria",Mon Mar 23 17:58:54 +0000 2020,#coronadeutschland,coronadeutschland,@SaraNanni @FerdaAtaman Nein glaube ich nicht. Es gibt klare Regeln wer getestet wird oder nicht. Auch ich als MdB kann mich nicht einfach testen lassen. Denn die Testkapazitäten sind endlich und wir brauchen sie auch für die Mitatbeiter in den Gesundheits-und Pflegeeinrichtungen. #coronadeutschland,"['nein', 'glaube', 'gibt', 'klare', 'regeln', 'wer', 'getestet', 'mdb', 'einfach', 'testen', 'lassen', 'testkapazitäten', 'endlich', 'brauchen', 'mitatbeiter', 'gesundheitsund', 'pflegeeinrichtungen', 'coronadeutschland']"
"Klein-Schmeink, Maria",Wed Mar 25 05:47:50 +0000 2020,corona,corona,"Das war uns ein wichtiger Punkt. Auch für Notlagen bleibt das Parlament entscheidend. #corona
Heute werden wir darüber abstimmen im Bundestag..","['wichtiger', 'punkt', 'notlagen', 'bleibt', 'parlament', 'entscheidend', 'corona', 'heute', 'darüber', 'abstimmen', 'bundestag']"
"Klein-Schmeink, Maria",Wed Mar 25 05:57:00 +0000 2020,corona,corona,"Bin gespannt auf unsere heutigen Sitzungen. Im Gesundheitsausschuss beschäftigen uns gleich zwei Gesetze. Wir haben viele Fragen dazu eingereicht #corona 
Ein #Schutzschirm für unsere Gesundheitseinrichtungen ist richtig. Aber er hat noch Löcher.","['gespannt', 'heutigen', 'sitzungen', 'gesundheitsausschuss', 'beschäftigen', 'gleich', 'zwei', 'gesetze', 'viele', 'fragen', 'eingereicht', 'corona', 'schutzschirm', 'gesundheitseinrichtungen', 'richtig', 'löcher']"
"Klein-Schmeink, Maria",Wed Mar 25 08:06:36 +0000 2020,coronavirus,coronavirus,"Die parlamentarische Entscheidung wird auch in der Krise gewährleistet. Der Bundestag bedankt sich in aller Form bei den vielen Beschäftigten im Gesundheitswesen und denen in den wichtigen Versorgungsbereichen, die sich  für uns alle so engagieren.
#coronavirus https://t.co/QBPprrjK0y","['parlamentarische', 'entscheidung', 'krise', 'gewährleistet', 'bundestag', 'bedankt', 'form', 'vielen', 'beschäftigten', 'gesundheitswesen', 'denen', 'wichtigen', 'versorgungsbereichen', 'engagieren', 'coronavirus']"
"Klein-Schmeink, Maria",Wed Mar 25 08:10:35 +0000 2020,coronavirus,coronavirus,"Diesem Dank kann ich mich nur anschließen 
Und ich meine: alle haben einen Bonus verdient! Wir müssen neu bewerten, was systemrelevant ist. #coronavirus","['dank', 'anschließen', 'bonus', 'verdient', 'müssen', 'neu', 'bewerten', 'systemrelevant', 'coronavirus']"
"Klein-Schmeink, Maria",Wed Mar 25 09:03:41 +0000 2020,coronavirus,coronavirus,"Das Parlament bleibt auch bei #coronavirus Krise handlungsfähig. Jetzt müssen wir unsere Kräfte bündeln um die Infektion einzudämmen, Kranke zu versorgen und die wirtschaftlichen Folgen soweit wie möglich abzumildern.","['parlament', 'bleibt', 'coronavirus', 'krise', 'handlungsfähig', 'müssen', 'kräfte', 'bündeln', 'infektion', 'einzudämmen', 'kranke', 'versorgen', 'wirtschaftlichen', 'folgen', 'soweit', 'möglich', 'abzumildern']"
"Klein-Schmeink, Maria",Wed Mar 25 09:44:18 +0000 2020,systemrelevant,systemrelevanten,@PeterThelen1 @BMG_Bund @waschbaerpower @DocktorDick @derLummer Wir brauchen einen Kraftakt zur Angleichung der Löhne an den der Krankenpflege. Als ersten Schritt. Beide systemrelevanten Berufe brauchen z.B. die  Stunden-Woche für belastungsgerechtes Arbeiten. Dann würden auch viel mehr Menschen in den Berufen bleiben.,"['brauchen', 'kraftakt', 'angleichung', 'löhne', 'krankenpflege', 'ersten', 'schritt', 'beide', 'systemrelevanten', 'berufe', 'brauchen', 'z', 'b', 'stundenwoche', 'belastungsgerechtes', 'arbeiten', 'mehr', 'menschen', 'berufen', 'bleiben']"
"Klein-Schmeink, Maria",Wed Mar 25 13:10:38 +0000 2020,coronavirus,coronavirus,Sehr besonderer &amp; besonnener Gesundheitsausschuss.Der Schutzschirm für die Einrichtungen im Gesundheitswesen ist richtig.Bleibt aber durch dieses Gesetz noch löchrig.Nehme Minister @jensspahn beim Wort dass zeitnah er nachgesteuert. Wir bleiben dran #coronavirus #Schutzschirm,"['besonderer', 'besonnener', 'gesundheitsausschussder', 'schutzschirm', 'einrichtungen', 'gesundheitswesen', 'richtigbleibt', 'gesetz', 'löchrig', 'nehme', 'minister', 'beim', 'wort', 'zeitnah', 'nachgesteuert', 'bleiben', 'dran', 'coronavirus', 'schutzschirm']"
"Klein-Schmeink, Maria",Wed Mar 25 15:03:22 +0000 2020,systemrelevant,systemrelevanten,@worrius So ist es. Alles ohne Beamtenstatus oder vernünftige Löhne. Überfällig diese systemrelevanten Berufe besser abzusichern.,"['beamtenstatus', 'vernünftige', 'löhne', 'überfällig', 'systemrelevanten', 'berufe', 'besser', 'abzusichern']"
"Klein-Schmeink, Maria",Wed Mar 25 15:50:27 +0000 2020,coronavirus,coronavirus,"Richtig, auch wir haben dies stark gemacht:
Der Vorsitzende des Ethikrates forderte in dem Gespräch eine bessere Bezahlung für Beschäftigte in systemrelevanten Berufen. Er nannte dabei ausdrücklich Erzieherinnen sowie Beschäftigte in der Alten- und Krankenpflege. #coronavirus","['richtig', 'stark', 'gemacht', 'vorsitzende', 'ethikrates', 'forderte', 'gespräch', 'bessere', 'bezahlung', 'beschäftigte', 'systemrelevanten', 'berufen', 'nannte', 'dabei', 'ausdrücklich', 'erzieherinnen', 'sowie', 'beschäftigte', 'alten', 'krankenpflege', 'coronavirus']"
"Klein-Schmeink, Maria",Wed Mar 25 16:26:36 +0000 2020,corona,corona,Eine berechtigte Sorge.Deshalb so wichtig die Infektionsrate zu begrenzen.Auch andere lebensbedrohlich Erkrankte brauchen Intensivbehandlung &amp; Pflege. Deshalb muss zugunsten der Maximalversorger &amp; der Unikliniken jetzt schnell nachgesteuert werden. #Corona https://t.co/fJ6N5zEVAy,"['berechtigte', 'sorgedeshalb', 'wichtig', 'infektionsrate', 'begrenzenauch', 'lebensbedrohlich', 'erkrankte', 'brauchen', 'intensivbehandlung', 'pflege', 'deshalb', 'zugunsten', 'maximalversorger', 'unikliniken', 'schnell', 'nachgesteuert', 'corona']"
"Klein-Schmeink, Maria",Wed Mar 25 17:59:01 +0000 2020,coronavirus,coronavirus,"Ein erster Schritt wurde heute getan. Er reicht noch nicht aus!
Der #Schutzschirm hat noch Löcher @jensspahn
Schnell nachsteuern: Uniklinika, Müttergenesungswerke,SPZ, Institutsambulanzen, Heilmittelerbringer, Hebammen
#coronavirus
https://t.co/ortmgaBLrz

https://t.co/ortmgaBLrz","['erster', 'schritt', 'wurde', 'heute', 'getan', 'reicht', 'schutzschirm', 'löcher', 'schnell', 'nachsteuern', 'uniklinika', 'müttergenesungswerke', 'spz', 'institutsambulanzen', 'heilmittelerbringer', 'hebammen', 'coronavirus']"
"Klein-Schmeink, Maria",Wed Mar 25 18:10:06 +0000 2020,ausgangsbeschränkung,ausgangsbeschränkungen,"Sehr guter Weg um #Corona Patienten zu versorgen und Hausarztpraxen zu entlasten - Wenn ausreichend Ärzte und Pfleger zur Verfügung stehen. Je mehr wir die Ausgangsbeschränkungen beachten, umso besser gelingt eine gute Versorgung. #COVID2019
https://t.co/KeGsKyGFuP","['guter', 'corona', 'patienten', 'versorgen', 'hausarztpraxen', 'entlasten', 'ausreichend', 'ärzte', 'pfleger', 'verfügung', 'stehen', 'je', 'mehr', 'ausgangsbeschränkungen', 'beachten', 'umso', 'besser', 'gelingt', 'gute', 'versorgung', 'covid']"
"Klein-Schmeink, Maria",Thu Mar 26 07:49:26 +0000 2020,coronavirus,coronavirus,@okomuenster Das ist wirklich ermutigend. Hoffen wir dass der Trend anhält. #coronavirus #kreisheinsberg,"['wirklich', 'ermutigend', 'hoffen', 'trend', 'anhält', 'coronavirus', 'kreisheinsberg']"
"Klein-Schmeink, Maria",Thu Mar 26 09:55:40 +0000 2020,corona,corona,"Interessanter Bericht 
#corona können wir daraus lernen?  https://t.co/sOjyAzZimc","['interessanter', 'bericht', 'corona', 'daraus', 'lernen']"
"Klein-Schmeink, Maria",Thu Mar 26 10:35:37 +0000 2020,coronavirus,coronavirus,Gut so! Vielen Menschen geht es ganz auf sich gestellt nicht gut. Eine einheitliche Regelung in allen KVen zur telefonischen Behandlung wäre auch nötig. Patient*nnen dürfen nicht an technischen Hürden scheitern. #Flexibilität  #COVID2019 #coronavirus https://t.co/yEUWEAFPKO,"['gut', 'vielen', 'menschen', 'geht', 'ganz', 'gestellt', 'gut', 'einheitliche', 'regelung', 'kven', 'telefonischen', 'behandlung', 'wäre', 'nötig', 'patient', 'nnen', 'dürfen', 'technischen', 'hürden', 'scheitern', 'flexibilität', 'covid', 'coronavirus']"
"Klein-Schmeink, Maria",Thu Mar 26 10:39:22 +0000 2020,corona,corona,@GKV_SV schauen Sie mal dahin? #corona,"['schauen', 'mal', 'dahin', 'corona']"
"Klein-Schmeink, Maria",Fri Mar 27 06:17:14 +0000 2020,coronavirus,coronavirus,@Melktim @abilitywatch Habs gelesen! Danke! Werde drauf achten. Bleib von #coronavirus verschont und alles Gute!,"['habs', 'gelesen', 'danke', 'drauf', 'achten', 'bleib', 'coronavirus', 'verschont', 'gute']"
"Klein-Schmeink, Maria",Fri Mar 27 20:03:02 +0000 2020,coronavirus,coronavirus,"Vom Landrat in Heinsberg lernen
#coronavirus https://t.co/ON4UPymGSB","['landrat', 'heinsberg', 'lernen', 'coronavirus']"
"Klein-Schmeink, Maria",Sat Mar 28 07:15:06 +0000 2020,pandemieplan,pandemiepläne,"@norwichruesse Es ist zum ersten Mal so konkret spürbar was Globalisierung und globale Lieferketten bedeuten. Pandemiepläne sind das eine, die Ausbreitung eines spezifischen, sehr ansteckenden Virus das andere.","['ersten', 'mal', 'konkret', 'spürbar', 'globalisierung', 'globale', 'lieferketten', 'bedeuten', 'pandemiepläne', 'ausbreitung', 'spezifischen', 'ansteckenden', 'virus']"
"Klein-Schmeink, Maria",Sun Mar 29 12:57:06 +0000 2020,coronakrise,coronakrise,"Gut dass in der #Coronakrise viele Regelungen im Gesundheitsbereich flexibilisiert &amp; in vielen Bereichen telefonisch o digital gestützte Behandlungen ermöglicht wurden.Aber es gibt noch Lücken z.B. für die psychiatrische Pflege. Bitte nachgesteuern @GKV_SV
https://t.co/SOrT0w89TQ","['gut', 'coronakrise', 'viele', 'regelungen', 'gesundheitsbereich', 'flexibilisiert', 'vielen', 'bereichen', 'telefonisch', 'o', 'digital', 'gestützte', 'behandlungen', 'ermöglicht', 'wurdenaber', 'gibt', 'lücken', 'z', 'b', 'psychiatrische', 'pflege', 'bitte', 'nachgesteuern']"
"Klein-Schmeink, Maria",Sun Mar 29 13:40:47 +0000 2020,corona,corona,"Sehr wichtige Punkte habt Ihr angesprochen für die Landesebene. Wir alle müssen darauf achten, dass nicht gerade die verletzlichsten Menschen ohne Unterstützung und Hilfe bleiben #Corona #NRW","['wichtige', 'punkte', 'habt', 'angesprochen', 'landesebene', 'müssen', 'darauf', 'achten', 'gerade', 'verletzlichsten', 'menschen', 'unterstützung', 'hilfe', 'bleiben', 'corona', 'nrw']"
"Klein-Schmeink, Maria",Sun Mar 29 15:41:18 +0000 2020,corona,corona,Sehr gute Initiative. Davon brauchen wir mehr. #corona,"['gute', 'initiative', 'davon', 'brauchen', 'mehr', 'corona']"
"Klein-Schmeink, Maria",Sun Mar 29 18:28:17 +0000 2020,coronavirus,coronavirus,"Da zeigt sich dass bei entsprechendem Willen einiges geht an datensparsamem und verhältnismässigem #Tracking auf freiwilliger Basis. Das würde zusammen mit deutlich ausgeweiteter Testung uns  weiterhelfen, ohne Grundrechte über Gebühr einzuschränken.  #coronavirus","['zeigt', 'entsprechendem', 'willen', 'geht', 'datensparsamem', 'verhältnismässigem', 'tracking', 'freiwilliger', 'basis', 'zusammen', 'deutlich', 'ausgeweiteter', 'testung', 'weiterhelfen', 'grundrechte', 'gebühr', 'einzuschränken', 'coronavirus']"
"Klein-Schmeink, Maria",Mon Mar 30 07:03:59 +0000 2020,corona,corona,"Wir alle wollen aus der Situation des #lockdown raus.Aber jetzt muss der Gesundheitsschutz Vorrang haben, das schützt nicht nur Rusikogruppen,sondern potentiell jeden &amp; es schützt unser Notfallsystem vor Überforderung.Aber wir müssen den Weg heraus vorbereiten #StayAtHome #Corona","['situation', 'lockdown', 'rausaber', 'gesundheitsschutz', 'vorrang', 'schützt', 'rusikogruppen', 'potentiell', 'schützt', 'notfallsystem', 'überforderung', 'müssen', 'heraus', 'vorbereiten', 'stayathome', 'corona']"
"Klein-Schmeink, Maria",Mon Mar 30 07:20:26 +0000 2020,lockerung,lockerung,"@fneuhann @rki_de Jahrzehnte lang hat der Einfluss von Arbeitslosigkeit auf die Gesundheit niemanden interessiert.Die schnelle Lockerung der Beschränkungen gefährdet das Leben sehr vieler Menschen. Jetzt gilt es die Ausbreitung auszubremsen, Schutzbekleidung &amp; Testkapazitäten verfügbar zu machen.","['jahrzehnte', 'lang', 'einfluss', 'arbeitslosigkeit', 'gesundheit', 'niemanden', 'interessiertdie', 'schnelle', 'lockerung', 'beschränkungen', 'gefährdet', 'leben', 'vieler', 'menschen', 'gilt', 'ausbreitung', 'auszubremsen', 'schutzbekleidung', 'testkapazitäten', 'verfügbar']"
"Klein-Schmeink, Maria",Mon Mar 30 09:30:24 +0000 2020,coronavirus,coronavirusde,"Kriterien für Abwägungen in einer zugespitzten Situation. Aber wichtig bleibt alles zu tun damit eine solche Entscheidungsnot wem geholfen werden kann, möglichst nicht eintritt. #StayAtHome
#CoronaVirusDE","['kriterien', 'abwägungen', 'zugespitzten', 'situation', 'wichtig', 'bleibt', 'tun', 'entscheidungsnot', 'wem', 'geholfen', 'möglichst', 'eintritt', 'stayathome', 'coronavirusde']"
"Klein-Schmeink, Maria",Mon Mar 30 09:40:57 +0000 2020,coronavirus,coronavirus,Freue mich dass Münsteraner Kliniken schwererkrankten  Corona-Patienten aus den NL helfen. Der Gedanke grenzüberschreitender Hilfe darf in Krisenzeiten nicht verloren gehen. Es ist eine Illusion allein mit einer Pandemie umgehen zu können. #Zusammenhalten #coronavirus #Münster,"['freue', 'münsteraner', 'kliniken', 'schwererkrankten', 'coronapatienten', 'nl', 'helfen', 'gedanke', 'grenzüberschreitender', 'hilfe', 'darf', 'krisenzeiten', 'verloren', 'gehen', 'illusion', 'allein', 'pandemie', 'umgehen', 'zusammenhalten', 'coronavirus', 'münster']"
"Klein-Schmeink, Maria",Mon Mar 30 09:49:34 +0000 2020,coronavirus,coronavirus,"So etwas ist nicht hinnehmbar. Da ist Flexibilität gefragt. Da muss das Land NRW schleunigst tätig werden. Der Schutz der besonders Verletzlichen muss Priorität erhalten. #coronavirus #CoronaVirusDE #coronavirus
https://t.co/HxfnLBgNOm","['hinnehmbar', 'flexibilität', 'gefragt', 'land', 'nrw', 'schleunigst', 'tätig', 'schutz', 'besonders', 'verletzlichen', 'priorität', 'erhalten', 'coronavirus', 'coronavirusde', 'coronavirus']"
"Klein-Schmeink, Maria",Mon Mar 30 11:27:19 +0000 2020,coronakrise,coronakrise,"Angesichts der großen gesundheitlichen Risiken, für uns selbst und andere, mangels wirksamer Medikamente und fehlendem Impfstoff ist es einfach vernünftig die eigene Bewegungsfreiheit für die Dauer der Bedrohung einzuschränken. #Coronakrise","['angesichts', 'großen', 'gesundheitlichen', 'risiken', 'mangels', 'wirksamer', 'medikamente', 'fehlendem', 'impfstoff', 'einfach', 'vernünftig', 'eigene', 'bewegungsfreiheit', 'dauer', 'bedrohung', 'einzuschränken', 'coronakrise']"
"Klein-Schmeink, Maria",Mon Mar 30 20:06:12 +0000 2020,coronakrise,coronakrise,"@BerlinerNotizen In einem interessanten Licht werden dann die Debatten um das Vermummungsverbot, Burka und Niqap erscheinen. #Coronakrise","['interessanten', 'licht', 'debatten', 'vermummungsverbot', 'burka', 'niqap', 'erscheinen', 'coronakrise']"
"Klein-Schmeink, Maria",Mon Mar 30 20:28:49 +0000 2020,coronakrise,coronakrise,"Da schießt Laschet deutlich übers Ziel.Zwangsverpflichtung von Gesundheitsberufen in epidemischen Notlagen greift tief in Grundrechte ein &amp; ist eine Ohrfeige für die vielen,die sich bereits jetzt so engagiert kümmern-ohne Gefahrenzulage, zumeist sogar ohne Tariflohn #Coronakrise","['schießt', 'laschet', 'deutlich', 'übers', 'ziel', 'zwangsverpflichtung', 'gesundheitsberufen', 'epidemischen', 'notlagen', 'greift', 'tief', 'grundrechte', 'ohrfeige', 'vielen', 'bereits', 'engagiert', 'kümmernohne', 'gefahrenzulage', 'zumeist', 'sogar', 'tariflohn', 'coronakrise']"
"Klein-Schmeink, Maria",Tue Mar 31 06:02:34 +0000 2020,coronavirus,coronavirus,"Das ist ein gutes Beispiel dafür was Telemedizin für die Versorgung bringen kann. #coronavirus 
Danke @UK_Muenster @UniklinikAachen","['gutes', 'beispiel', 'dafür', 'telemedizin', 'versorgung', 'bringen', 'coronavirus', 'danke']"
"Klein-Schmeink, Maria",Tue Mar 31 06:20:47 +0000 2020,coronakrise,coronakrise,"Schon beruhigend zu wissen, hoffen wir dass wir die Kapazitäten nicht alle brauchen

#Coronakrise","['schon', 'beruhigend', 'wissen', 'hoffen', 'kapazitäten', 'brauchen', 'coronakrise']"
"Klein-Schmeink, Maria",Tue Mar 31 06:28:04 +0000 2020,coronavirus,coronavirus,Datenschutz und Infektionsschutz sind mit gutem Willen vereinbar. Scheint mir ein guter Vorschlag für die Zeit wenn #lockdown gelockert werden soll. #coronavirus https://t.co/Ez8HFuFAhf,"['datenschutz', 'infektionsschutz', 'gutem', 'willen', 'vereinbar', 'scheint', 'guter', 'vorschlag', 'zeit', 'lockdown', 'gelockert', 'coronavirus']"
