name,tweet
"Heil, Hubertus",['Die Azubis von heute sind die Fachkräfte von morgen. Wir helfen mit der #Ausbildungsprämie \u2066@BMAS_Bund\u2069 \u2066@Bundesagentur\u2069  https://t.co/JnJrvqsyeC']
"Heil, Hubertus",['https://t.co/vzST8AKK5Q']
"Heil, Hubertus","['@OlafScholz ist der richtige Kanzler um Deutschland digitaler, sozialer und ökologischer zu machen.']"
"Heil, Hubertus","['Ich freue mich sehr über die Nominierung von \u2066@OlafScholz\u2069 Er hat die Fähigkeiten, die Stärke und die Ideen, die ein Kanzler braucht - für ein modernes und soziales Deutschland. https://t.co/7IHwGXjdSS']"
"Heil, Hubertus",['Die #AktionFischotterschutz in Hankensbüttel in meiner Heimat ist ein Highlight des Natur- und Artschutzes und der Umweltbildung. Und ich durfte heute die Otter füttern 🙂 https://t.co/sAgOVuC4dj']
"Heil, Hubertus",['Anständige Arbeitsbedingungen für alle! Heute reise ich zu politischen Gesprächen nach Bukarest. #mysocialeurope \u2066@BMAS_Bund\u2069 \u2066@FaireMobilitaet\u2069  https://t.co/bpRePnNSrb']
"Heil, Hubertus",['@BettinaMartin4 Liebe Bettina! Du bist ein Glücksfall für MV und die SPD. Und mein Glück ist: ich sehe dich heute noch! Bis gleich.']
"Heil, Hubertus",['Die #Wasserstoffstrategie der @Bundesregierung unterstützt innovative Unternehmen wie Apex in Rostock-Laage. Wir investieren insgesamt 9 Mrd Euro für moderne Arbeitsplätze &amp; saubere Energie. So geht Zukunft. Spannender Besuch mit MP \u2066@ManuelaSchwesig\u2069 \u2066@BMAS_Bund\u2069 https://t.co/Qj41RX1hDo']
"Heil, Hubertus","['@c_lindner Die 4-Tage-Woche in den 90ern hat VW durchaus geholfen, Beschäftigung zu sichern und eine Absatzkrise zu überwinden. Volkswirtschaftlich: 2008/2009 und aktuell hilft Kurzarbeit Brücken über ein tiefen ökonomisches Tal zu bauen. Das nützt Unternehmern und Beschäftigten.']"
"Heil, Hubertus","['@verenahubertz @spdde Eine wunderbare Entscheidung. Liebe @verenahubertz wenn ich dich im Wahlkampf unterstützen kann, komme ich gerne nach Trier!']"
"Heil, Hubertus",['#Kurzarbeit ist unsere stabile Brücke über ein tiefes wirtschaftliches Tal. Wir sichern Arbeitsplätze und helfen Unternehmen. \u2066@BMAS_Bund\u2069 @spd \u2066@OlafScholz\u2069  https://t.co/0MQfl7JfhQ']
"Heil, Hubertus",['\u2066@BMAS_Bund\u2069 \u2066@spdde\u2069  https://t.co/qNQ7AH1W62']
"Heil, Hubertus",['Verlängerung Kurzarbeitergeld: Wichtiges Signal für Beschäftigte | DGB https://t.co/0mnRwPvOMu']
"Heil, Hubertus","['Besser gut regieren, als nicht regieren. \u2066@spdde\u2069 \u2066@BMAS_Bund\u2069 \u2066@OlafScholz\u2069  https://t.co/RlVC4RAZWw']"
"Heil, Hubertus",['Ein kluger Kommentar vom DIW-Chef: #Kurzarbeit und wirtschaftliche Modernisierung sind kein Gegensatz - im Gegenteil. \u2066@BMAS_Bund\u2069 \u2066@DIW_Berlin\u2069 \u2066@dgb_news\u2069 \u2066@DieBDA\u2069 https://t.co/NkDUXaFggl']
"Heil, Hubertus",['Kurzarbeit sichert industrielle Beschäftigung - https://t.co/57hmbSuMN7 https://t.co/vc5eig2mzp']
"Heil, Hubertus",['BR-Interview: #Kurzarbeit ist unsere stabile Brücke über ein tiefes wirtschaftliches Tal um Arbeit zu sichern. https://t.co/kt4mEuQi4m']
"Heil, Hubertus","['Nur zur Erinnerung: So sah der Reichstag nach 12 Jahren Nazi-Herrschaft aus. Deshalb sind Demokraten alarmiert, wenn Rechtsextremisten heute versuchen unser Parlamentsgebäude zu „stürmen“. https://t.co/zHo9BV9FrR']"
"Heil, Hubertus",['Mein Kollege @jensspahn und ich sind in vielen politischen Fragen unterschiedlicher Meinung. Wenn er aber in dieser unerträglichen und widerlicher Art und Weise angegriffen wird kann ich nur sagen: Demokraten stehen zusammen und lassen sich nicht einschüchtern.']
"Heil, Hubertus",['Mein Interview mit dem RND: https://t.co/JsURGU7lJ8']
"Heil, Hubertus","['Lieber @BMZ_Bund Gerd Müller, bevor Du die Brücke verlässt, haben wir beide noch was zu erledigen. Herzlichst Dein Arbeitsminister #Lieferkettengesetz']"
"Heil, Hubertus",['@OlafDeutschbein 👍💪']
"Heil, Hubertus",['@MichaelStrempel @ardmoma Bis gleich.']
"Heil, Hubertus",['#Kurzarbeit ist unsere stabile Brücke über ein tiefes wirtschaftliches Tal. Wir helfen Unternehmen und sichern Arbeitsplätze. #Beschäftigungssicherungsgesetz  https://t.co/7VIUIOHX3n']
"Heil, Hubertus",['#Kurzarbeitergeld  https://t.co/lHBoRTit6o']
"Heil, Hubertus","['Altenpflege: Stundenlohn soll auf 18,50 Euro steigen - DER SPIEGEL https://t.co/RnjUuBwyDD']"
"Heil, Hubertus",['Mit #Kurzarbeit sichern wir Millionen von Arbeitsplätzen in der Corona-Krise und stabilisieren die gesamtwirtschaftliche Nachfrage. Und dieser Mann hat entweder ökonomisch keine Ahnung oder ist sozial zynisch. Oder beides. https://t.co/YyL3nSSB5F']
"Heil, Hubertus",['@MGrosseBroemer Ich bitte darum. 💪']
"Heil, Hubertus",['Der SPD-Unterbezirksvorstand in Peine und der Unterbezirksausschuss in Gifhorn haben mich heute jeweils einstimmig erneut für die Bundestagskandidatur im Wahlkreis Gifhorn/Peine vorgeschlagen. Danke für das große Vertrauen. #fuermeineHeimat #gifhorn #peine  @spdbt']
"Heil, Hubertus",['@GarreltDuin @larsklingbeil @spdde Kippe fehlt.']
"Heil, Hubertus",['Ich bin sehr dankbar für das Vertrauen meiner Heimatpartei. #fuerneineHeimat \u2066@spdde\u2069  https://t.co/giNxSpDnRM']
"Heil, Hubertus",['BMAS - “Sie halten unser Land am Laufen!“ https://t.co/lAvUKtpo20']
"Heil, Hubertus",['@migrate89 Hammer!']
"Heil, Hubertus",['230 katholische Bischöfe fordern Lieferkettengesetz | Wirtschaft https://t.co/DavvuGFr7q']
"Heil, Hubertus",['Wir bauen eine stabile Brücke über ein tiefes  wirtschaftliches Tal. #Kurzarbeit \u2066@BMAS_Bund\u2069 @spdde https://t.co/TNrP29Scrl']
"Heil, Hubertus","['@fdpbt @c_lindner Dass ist was, wir als @BMAS_Bund machen: Besser gut regieren, als nicht zu regieren. #verantwortungfuerdeutschland #kurzarbeit @spdde https://t.co/TNrP29Scrl']"
"Heil, Hubertus","['Seit 30 Jahren sind wir in Deutschland  zu unserem Glück vereint. Gemeinsam haben wir trotz Härten und Fehlern viel erreicht. Heute heißt Deutsche Einheit vor allem, unser Land in der Krise und in Zeiten rasanten Wandels zusammen zu halten. #TDE30  🇩🇪 https://t.co/jJytKRlMHz']"
"Heil, Hubertus","['@GrueneBeate @dgb_news Wir wär‘s mit heute, liebe. Beate.🤗#Mobilearbeitgesetz']"
"Heil, Hubertus","['@GrueneBeate @dgb_news Die Beschäftigten, oder die Betriebs- oder Tarifparteien haben das Recht, auch mehr als 24 Tage zu vereinbaren. Dazu gibt es einen Erörterungsanspruch für die Beschäftigten im Arbeitsrecht. Das kann nur abgelehnt werden, wenn betriebliche Gründe dagegen sprechen. @BMAS_Bund']"
"Heil, Hubertus","['@VoltToby @DLF Mindestens 24 Tage. Darüber hinaus gibt es den Anspruch auch mehr vereinbaren zu können, wenn betrieblich nichts dagegen spricht.']"
"Heil, Hubertus",['Was zum Hören: Mein Interview zum  \n#MobilenArbeiten im \u2066@DLF\u2069 \u2066@BMAS_Bund\u2069  https://t.co/F7AghOQZli']
"Heil, Hubertus",['Hier noch mal der Text des Interviews zum Thema #MobileArbeit \u2066@DLF\u2069 \u2066@BMAS_Bund\u2069  https://t.co/e8e2b5dfpz']
"Heil, Hubertus",['#MobileArbeit https://t.co/44cufDASoV']
"Heil, Hubertus",['#MySocialEurope \u2066@BMAS_Bund\u2069  https://t.co/S9XzZqKgyG']
"Heil, Hubertus",['Pressekonferenz zu den Ergebnissen des Rats der Europäischen Rats der Arbeits- und Sozialministerinnnen und Ministern gemeinsam mit Franziska #Giffey \u2066@NicolasSchmitEU\u2069 \u2066@helenadalli\u2069 \u2066@BMAS_Bund #EPSCO \u2069 #MySocialEurope https://t.co/Us9GQmbF33']
"Heil, Hubertus",['Dem Kollegen @jensspahn wünsche ich von ganzem Herzen gute Besserung.']
"Heil, Hubertus","['Die Bundesregierung hat das #Arbeitsschutzkontrollgesetz auf den Weg gebracht, um mit den unhaltbaren Arbeitsbedingungen in der Fleischindustrie aufzuräumen. Ich kämpfe dafür, dass das Gesetz ohne Verwässerung durch Lobbyisten im Bundestag beschlossen wird. @BMAS_Bund @spdde']"
"Heil, Hubertus",['Die Nachricht vom plötzlichen Tode meines Kollegen und Genossen Thomas Oppermann erfüllt mich mit tiefer Trauer. Thomas hat sich mit Leidenschaft und Verstand um unser Land und die Sozialdemokratie verdient gemacht. Meine Gedanken sind bei seiner Familie.']
"Heil, Hubertus",['Die Nachricht vom plötzlichen Tode meines Kollegen und Genossen Thomas Oppermann erfüllt mich mit tiefer Trauer. Thomas hat sich mit Leidenschaft und Verstand um unser Land und die Sozialdemokratie verdient gemacht. Meine Gedanken sind bei seiner Familie. https://t.co/1lRkC2pNHb']
"Heil, Hubertus","['Der Mindestlohn steigt bis Mitte 2022 auf 10,45 Euro https://t.co/gHWHKIOezU']"
"Heil, Hubertus","['Mindestlohn: Bundesregierung beschließt Anhebung auf 10,45 Euro - DER SPIEGEL https://t.co/Gv4zrKSvTX']"
"Heil, Hubertus",['@uedio @ulfposh @welt Als geborene Experte kam ich nur sagen: Der Begriff funktioniert ja auch mit „Ski“ und „Petri“. 😇Bleiben Sie gesund!']
"Heil, Hubertus",['@josefheynckes Als geborene Experte kam ich nur sagen: Der Begriff funktioniert ja auch mit „Ski“ und „Petri“. 😇 Gesund und munter bleiben!']
"Heil, Hubertus","['Es ist höchste Zeit, das von mir vorgelegte und von der Bundesregierung beschlossene #Arbeitsschutzkontrollgesetz im Bundestag zu beschließen. \u2066@BMAS_Bund\u2069 \u2066@FaireMobilitaet\u2069  https://t.co/CK2AVId1xF']"
"Heil, Hubertus","['Wir trauern um unseren Freund und Genossen Toni Schaaf. Er war ein engagierter Sozialdemokrat und ein großartiger Mensch, den ich schmerzlich vermisse. \u2066@spdde\u2069  https://t.co/qc1as6OIXz']"
"Heil, Hubertus",['Georgia On My Mind - YouTube https://t.co/atNVCDVzcw']
"Heil, Hubertus",['https://t.co/4slVHXysjv']
"Heil, Hubertus","['Die Wirtschaftsweisen haben recht: #Kurzarbeit ist unser bestes Mittel in der Krise - wir sichern Arbeitsplätze und sorgen dafür, dass Unternehmen nach der Krise wieder durchstarten können. \u2066@BMWi_Bund\u2069  https://t.co/7R7788m21k']"
"Heil, Hubertus",['@GruenMeyer @dgb_news @MiriamStaudte @GrueneLtNds Ich kämpfe weiter. Und ihr könnt mich ja gern mal unterstützen - etwa in den Schwarz-Grünen und der Grün-Schwarzen Landesregierung. #arbeitschutzkontrollgesetz']
"Heil, Hubertus",['@JoergBenter Maßgeblich für die Refinanzierung ist der in der jeweiligen Einrichtung gültige Tarifvertrag.']
"Heil, Hubertus","['@antennedowideit @welt Es geht NICHT um die Grillwurst wie die Fleischlobby behauptet. Es geht um die Gesundheit, den Arbeitsschutz und anständige Arbeitsbedingungen statt Ausbeutung. Hier müssen und werden wir gründlich aufräumen und davon lasse ich mich nicht abbringen. #arbeitschutzkontrollgesetz']"
"Heil, Hubertus","['Mein Interview mit dem \u2066\u2066@RND_de\u2069 zur mobilen Arbeit, Ausbeutung in der Fleischindustrie und dem Berufsperspektiven von Donald Trump - also viel Schönes dabei☺️ \u2066@BMAS_Bund\u2069  \u2066@spdde\u2069  https://t.co/DE4nJWM7oi']"
"Heil, Hubertus",['Gute Nachricht für Arbeitsplätze und Umwelt: zusätzlich zu den Konjunkturmitteln von 2 Mrd Euro stellt der Bund weitere 3 Mrd für die digitale und ökologische Modernisierung der Automobilindustrie zur Verfügung. #konzertierteAktionMobilitaet @BMAS_Bund']
"Heil, Hubertus",['@IGMetall @spdde @spdbt @BMF_Bund @bmu @soerenbartol @FalkoMohrs @igbce']
"Heil, Hubertus",['Mehr Fairness in der Plattformökonomie - dazu haben meine Kollegin \u2066@BMJV_Bund\u2069 Christine Lambrecht und ich ein paar Vorschläge \u2066@BMAS_Bund\u2069 \u2066@spdde\u2069  https://t.co/xw0KA3k9RA']
"Heil, Hubertus",['Arbeit: „The Kurzarbeit”: Corona-Sonderregeln werden verlängert https://t.co/dpk35zWi8U']
"Heil, Hubertus",['Harald Ringstorff ist tot. Wir trauen um den langjähriger Ministerpräsidenten von Mecklenburg-Vorpommern und aufrechten Sozialdemokraten. Er war ein feiner Mensch. Meine Gedanken sind bei seiner Familie. https://t.co/JMIF9Uq2aW']
"Heil, Hubertus",['Was die SPD aus der Präsidentschaftswahl in den USA lernen kann | vorwärts https://t.co/nn6cQbCgMc']
"Heil, Hubertus",['BMAS - Startseite https://t.co/BVhRymhggp']
"Heil, Hubertus",['https://t.co/twFoq1r86O']
"Heil, Hubertus",['Beim #DigitalGipfel20 geht es um die #ZukunftderArbeit - um faire Arbeitsbedingungen in der #Plattformökonomie - das #MobileArbeitGesetz - das #ArbeitvonMorgenGesetz für mehr Qualifizierung - die #KIStrategie &amp; #Mitbestimmung in der digitalen Arbeitswelt. \u2066@BMAS_Bund\u2069 https://t.co/eRR5MxN3kk']
"Heil, Hubertus","['Über den Wert, die Würde und den Wandel der Arbeit habe ich in einem Interview mit der Augsburger Allgemeinen gesprochen. \u2066@BMAS_Bund\u2069 \u2066@spdde\u2069  https://t.co/vkNfTxEG0q']"
"Heil, Hubertus",['#spddc20 Auf geht‘s https://t.co/iqjjaYbWhS']
"Heil, Hubertus",['Heil: Kurzarbeit hat soziales Erdbeben in Pandemie verhindert https://t.co/CLkosJHsIT?']
"Heil, Hubertus","['Auf dem Roten Sofa bei #DAS im \u2066@NDR ging es um Corona, Pflege, Rente und ein paar Dinge aus meiner Kindheit, die mich geprägt haben. https://t.co/wUcNxJR9Er']"
"Heil, Hubertus",['Wir kämpfen in dieser Krise um Arbeitsplätze \u2066@BMAS_Bund\u2069  https://t.co/p96XFEV6sc']
"Heil, Hubertus",['@PostBettina @BMAS_Bund Beides 😎']
"Heil, Hubertus",['@Anja_Piel @FaireMobilitaet @KatjaMast @GewerkschaftNGG @IGBAU @michaklapp @FabianW10083736 Danke an @Anja_Piel @FaireMobilitaet @dgb_news @GewerkschaftNGG  @KatjaMast @BerndRuetzel #MichaelGerdes @BoehningB @AnetteKramme #RolfMützenich @OlafScholz #KerstinTack @spdbt @spdde @tschanlili @BMAS_Bund @NowaboFM @EskenSaskia für Euren Einsatz #Arbeitsschutzkontrollgesetz']
"Heil, Hubertus",['@Anja_Piel @FaireMobilitaet @KatjaMast @GewerkschaftNGG @IGBAU @michaklapp @FabianW10083736 @dgb_news @BerndRuetzel @BoehningB @AnetteKramme @OlafScholz @spdbt @spdde @tschanlili @BMAS_Bund @NowaboFM @EskenSaskia ...und allen KollegInnen in der Abteilung III im @BMAS_Bund der @IGBAU @larsklingbeil @schneidercar @KorkmazGT @SerpilMidyatli @nrwspd @SPDNDS und vielen anderen mehr #Arbeitsschutzkontrollgesetz']
"Heil, Hubertus",['@jo_wenckebach @Anja_Piel @FaireMobilitaet @KatjaMast @GewerkschaftNGG @IGBAU @michaklapp @FabianW10083736 @dgb_news @BerndRuetzel @BoehningB @AnetteKramme @OlafScholz @spdbt @spdde @tschanlili @BMAS_Bund @NowaboFM @EskenSaskia Danke Johanna auch für Deine Arbeit.']
"Heil, Hubertus",['@jo_wenckebach @Anja_Piel @FaireMobilitaet @KatjaMast @GewerkschaftNGG @IGBAU @michaklapp @FabianW10083736 @dgb_news @BerndRuetzel @BoehningB @AnetteKramme @OlafScholz @spdbt @spdde @tschanlili @BMAS_Bund @NowaboFM @EskenSaskia Und deine @michaklapp']
"Heil, Hubertus","['@jo_wenckebach @Anja_Piel @FaireMobilitaet @KatjaMast @GewerkschaftNGG @IGBAU @michaklapp @FabianW10083736 @dgb_news @BerndRuetzel @BoehningB @AnetteKramme @OlafScholz @spdbt @spdde @tschanlili @BMAS_Bund @NowaboFM @EskenSaskia Wir müssen das Leben so nehmen wie es ist, aber wir dürfen es nicht so lassen. #Arbeitsschutzkontrollgesetz #WertundWürdederArbeit']"
"Heil, Hubertus",['Olaf Scholz: Deutsche Wirtschaft braucht Zukunftsprogramm 2030 - WELT https://t.co/AMR5VIodf7']
"Heil, Hubertus",['@dki2707 @BMAS_Bund @DLF @Die_Gruenen @GrueneBundestag Nein. Dafür sind ist im Gesetz Vorsorge getroffen worden. Gilt nur für Handwerksunternehmen und nicht für solche Tochterunternehmen. #Arbeitsschutzkontrollgesetz @BMAS_Bund']
"Heil, Hubertus",['@dki2707 @BMAS_Bund @DLF @Die_Gruenen @GrueneBundestag Gerne. Ihr Hubertus Heil']
"Heil, Hubertus",['Großartige und aufrüttelnde Rede UN-Generalsekretär @antonioguterres im Deutschen Bundestag - für mich auch eine Ermutigung weiter für Menschenrechte weltweit einzutreten - auch mit einem wirksamen #Lieferkettengesetz @BMAS_Bund @BMZ_Bund']
"Heil, Hubertus",['Hubertus Heil zur Sicherung von Arbeitsplätzen in der Corona-Krise https://t.co/3KSVoK0IZm']
"Heil, Hubertus","['Kinder- und Sklavenarbeit: Es gibt zwingende Gründe für ein wirksames #Lieferkettengesetz Ich setze mich dafür ein, dass wir hier im Januar zu einer Lösung kommen. An Verantwortung für Menschenrechte geht kein Weg vorbei. \u2066@BMAS_Bund\u2069  https://t.co/6jpCuwf9Dz']"
"Heil, Hubertus","['@FaireMobilitaet Deshalb haben wir mit dem #Paketbotenschutzgesetz die #Nachunternehmerhaftung bei den Paket- und Kurierdiensten eingeführt, fördern die @FaireMobilitaet und sorgen beim Arbeitsschutz und beim Zoll für mehr Kontrollen. Dazu muss der Mindestlohn steigen. @BMAS_Bund']"
"Heil, Hubertus",['BMAS - Teilhaben trotz Krise https://t.co/l0ZUp404PW']
"Heil, Hubertus",['Moderne Mitbestimmung für einen modernen Arbeitsmarkt. \u2066@BMAS_Bund\u2069  https://t.co/Ynucb5Q2yp']
"Heil, Hubertus",['Allen ein gesegnetes Weihnachtsfest und ein gesundes und besseres neues Jahr. Danke für viel Solidarität in fordernden Zeiten.  An meine Kolleginnen und Kollegen im \u2066@BMAS_Bund\u2069 : Danke für Euren unglaublichen Einsatz und Eure Unterstützung! https://t.co/aPCGjAaDNX']
"Heil, Mechthild","['@MelAmann @CDU @AWidmannMauz @WerteUnion Keine gute Quelle, die aus nichtöffentlicher Bundesvorstandssitzung zitiert und das auch noch falsch.']"
"Heil, Mechthild","['@SteinekeCDU @rbrinkhaus @cducsubt Eine wirklich interessante Aufgabe, mit Themen und Probleme, die viele Menschen in Deutschland betreffen. Gut, dass du das machst. Viel Erfolg und Spaß an der neuen Arbeit!']"
"Heil, Mechthild","['Für die Macher von morgen – ob Handwerksmeisterin, Betriebswirt oder Erzieher: Wir erhöhen das Aufstiegs-BAföG für über 700 Fort- und Weiterbildungen. Es gibt mehr Zuschüsse und Zuschläge. #WirMachenDas\nNachzulesen: https://t.co/RKQjhSJ2jO https://t.co/HYGGVr01fd']"
"Heil, Mechthild","['Stimmt, aber es waren noch andere da -  Bischof Kohlgraf zum Beispiel.']"
"Heil, Mechthild","['#welttagdeshörens Nicht nur die lauten Töne, sondern auch die leisen und die Zwischentöne hören, bereichert das Leben 😉']"
"Heil, Mechthild",['Wir werden Griechenland und den Flüchtlings-Kindern auf den griechischen Inseln helfen – im Rahmen einer EU-weiten Lösung. Klar ist: Die #EU-Außengrenzen müssen konsequent gesichert werden. #Groko https://t.co/RvDaEuMX4D #wirhandeln https://t.co/h4wlgXeyXm']
"Heil, Mechthild","['@Joanna2402 Wir heben die Städtebaumittel an u finanzieren Brachflächen, die dringend für d Bau neuer,bezahlbarer Wohnungen gebraucht werden.Wir setzen d Bundesunterstützung für d sozialen Wohnungsbau d Länder fort.Für 2018-2021 stehen dafür 2,5 Mrd. € bereit.Das kann sich sehen lassen!']"
"Heil, Mechthild","['@gibreez @PaulZiemiak @CDU @akk Weil es für Parteien Regeln/Satzungen gibt,an die man sich halten muss um gültige Ergebnisse zu https://t.co/u42qRdAtHS gilt:man muss sich an einem bestimmten Ort zu einer bestimmten Zeit treffen.Telfonschalte,Videokonferenz gehen nicht.Das gilt auch für Hauptversammlung v Firmen']"
"Heil, Mechthild","['@LehmannNorby @PaulZiemiak Warum verbreiten Sie so einen Quatsch?Verantwortungsvoll sieht anders aus.Sie arbeiten an Fitness von Menschen?Dann packen Sie Ihr Wissen,gehen zu d Menschen,die erkrankt waren,helfen, dass sie wieder zu Kraft kommen.Dann werden Sie sehen, Corona ist Realität u keine Verschwörung']"
"Heil, Mechthild",['#Bundestag beschließt milliardenschweres Hilfspaket gegen die #Corona-Krise: Ein 600-Milliarden-Fonds schützt unsere Unternehmen und damit unsere Jobs. Mehr hier: https://t.co/FBfpgnoauD #wirhandeln #COVID2019 https://t.co/FdsmlIgXNf']
"Heil, Mechthild","['Wir kämpfen um jeden Job – durch Ausweitung d. Kurzarbeit. Denn Kurzarbeit kann jetzt schon beantragt werden, wenn mind. 10% der Beschäftigten vom Arbeitsausfall betroffen sind. Und: Leiharbeitnehmer können jetzt auch Kurzarbeitergeld beziehen. #wirhandeln https://t.co/k5FdvL6ubs https://t.co/fQhUshxe7e']"
"Heil, Mechthild","['Innerhalb kürzester Zeit haben wir die Anzahl der Intensivbetten für schwere Corona-Fälle von 28.000 auf 40.000 erhöht. Dazu haben Bund und Länder kurzfristig das Geld bereitgestellt. Dank an alle, die mithelfen, diese Zahl weiter zu erhöhen. #wirhandeln https://t.co/Owe4bQiSyu']"
"Heil, Mechthild","['Kleineren und mittleren Unternehmen greift der Bund unbürokratisch unter die Arme. Die Staatshaftung für die neuen KfW-Schnellkredite 2020 wird auf 100 Prozent ausgedehnt, um die Vergabe zu beschleunigen. #Corona https://t.co/GtKHIjjxXZ']"
"Heil, Mechthild",['🍞🥖 Brot ist für mich ein Grundnahrungsmittel - nicht nur heute am Tag des Deutschen Brotes! Ich danke unseren Bäckerinnen und Bäckern für die einzigartige Vielfalt ihres Handwerks. @Baeckerhandwerk \n#TagdesBrotes https://t.co/EgAWcKM76P']
"Heil, Mechthild","['Weniger #Elterngeld wegen #Corona? Nein! Bei der Berechnung wird die Zeit ausgeklammert, in der Eltern wegen der Pandemie Kurzarbeiter- oder Arbeitslosengeld bekommen. Das hat der #Bundestag beschlossen. #wirhandeln https://t.co/0TgjrrjLWw']"
"Heil, Mechthild",['Heimat in Sicht... https://t.co/9xaV7r8IWq']
"Heil, Mechthild",['#cdu ich bin dabei: Hände weg vom #Mindestlohn']
"Heil, Mechthild",['Ein sozial und wirtschaftlich starkes Land bleiben mit unserem #Kraftpaket #cdu']
"Heil, Mechthild",['Heute geht es los mit unserem #kickoff2030! Gemeinsam wollen wir in den nächsten Wochen Ideen💡für Deutschlands Zukunft entwickeln. Die @CDU setzt auf Zusammenarbeit und Zusammenhalt. \n\nHier mitmachen 👉 https://t.co/JUrfW3rFiK https://t.co/RIsgz7wwOX']
"Heil, Mechthild","['Um die Folgen von #Corona zu bewältigen, die Konjunktur anzukurbeln und um ganz gezielt in die Zukunft zu investieren, hat der Bundestag heute den zweiten #Nachtragshaushalt beschlossen. #ZahlderWoche #wirhandeln https://t.co/yJmkKefGNZ']"
"Heil, Mechthild","['@MarianBracht @spdrlp In unserer Kommunalordnung steht nichts vom Recht des Bürgermeisters auf Rücktritt. Abwahl ja, Rücktritt nein. Müsste die SPD eigentlich wissen 🤔']"
"Heil, Mechthild","['Neue Wege auf dem Weg zur Digitalisierung gehen? Na klar, der Landkreis Mayen-Koblenz ist dabei. @BMI_Bund @SmartCountryDE https://t.co/BhjvBmZfKh']"
"Heil, Mechthild","['Eva Lanzerath von der Ahr ist neue Deutsche Weinkönigin. Ganz, ganz herzlichen Glückwunsch aus der Heimat!']"
"Heil, Mechthild","['Heute wird der Internationale Tag der #Menschenrechte begangen. Die #UN erinnert so daran, dass jeder Mensch das Recht auf Leben, Meinungs-, Versammlungs- und Religionsfreiheit hat. Wir engagieren uns für Menschenrechte, Demokratie und Rechtsstaatlichkeit überall auf der Welt. https://t.co/FZkgKLuWiW']"
"Heil, Mechthild",['Kfd zu Missbrauch: Bischofsrücktritte auch ohne strafrechtliche Schuld https://t.co/bayWMHYGmm']
"Klein-Schmeink, Maria",['Sehr lesenswertes Interview.Zum Schluss mit der politischen und optimistischen Vision eine Gesellschaft des Gebens und Nehmens- also des #Gemeinwohl - zu gestalten. \n https://t.co/A3ybRMINYr']
"Klein-Schmeink, Maria",['Das ist nur den Anfang. Der Ausgabenanstieg wird 2020 weiter Fahrt aufnehmen. #GKV']
"Klein-Schmeink, Maria","['@polenz_r Gehe davon aus, dass die Ermordung von Menschen, egal was sie zu verantworten haben, nach internationalem Recht grundsätzlich zu verurteilen ist. Zudem dürfte es nun zu einer  unkontrollierbaren Eskalation kommen.']"
"Klein-Schmeink, Maria","['Die grüne Bundestagsfraktion, @K_SA hat einen sehr konkreten Vorschlag gemacht. Wichtig dass nicht länger alle Verbesserungen bei der #Pflege durch die Pflegebedürftigen bezahlt werden müssen\nhttps://t.co/RtkDbScRn2']"
"Klein-Schmeink, Maria","['Das bringt die eigentlichen Probleme schon gut auf den Punkt, fehlt noch die berufsgruppenübergreifend koordinierte Zusammenarbeit #Gesundheitspolitik']"
"Klein-Schmeink, Maria",['@AulenkampJana @KlimaGesundheit @BAEKaktuell @kbv4u @uniklinika @hcm_magazin @healthforfuture @ehealthcom @hih2025 @Dt_Aerzteblatt @Aerztinnenbund Kliniken des LWL 😊']
"Klein-Schmeink, Maria",['@Engstfelder Viel Erfolg!']
"Klein-Schmeink, Maria",['Erfreulich: die Petition für mehr Personal in den psychiatrischen Krankenhäusern hat die notwendige Unterstützung erhalten. Gute Gelegenheit noch einmal öffentlich zu diskutieren. #Psychiatrie \nhttps://t.co/ogR1WoZZle']
"Klein-Schmeink, Maria","['@DrAKloepfer Und nur eine von mehreren Instrumenten, die kommen sollten um die #Qualität von Krankenkassen transparent zu machen und zu belohnen.']"
"Klein-Schmeink, Maria","['@Schulz_Marc Viel Erfolg für @dani_sch \nGut für Dortmund, gut für den sozial-ökologischen Umbau']"
"Klein-Schmeink, Maria",['@dani_sch Die richtige Frau an die richtige Stelle😊viel Erfolg!']
"Klein-Schmeink, Maria","['40 Jahre - einiges erreicht, aber noch viel drängendes zu tun für Umwelt, Gerechtigkeit, Frieden und Menschenrechte. Machen wir beherzt weiter🌻']"
"Klein-Schmeink, Maria","['In der kommenden Woche werde ich für die Stärkung der Entscheidungsbereitschaft bei der #Organspende stimmen. Ich halte eine Widerspruchsregelung für einen starken Eingriff in die Selbstbestimmungsrechte. Sie wird die Akzeptanz nicht verbessern, sondern Vertrauen zerstören.']"
"Klein-Schmeink, Maria","['@wdt_b Ja. Momentan gibt es noch eine große Gruppe von Abgeordneten, die sich nicht nicht positioniert haben. Deshalb ist es schwer abzusehen welcher Antrag die Mehrheit erhält.']"
"Klein-Schmeink, Maria",['@wdt_b Ja']
"Klein-Schmeink, Maria","['@polenz_r Es gibt viele Menschen, die nicht unter Betreuung stehen, aber sich schwer tun ihren Willen Behörden gegenüber kund zu tun. Es verändert das Verhältnis zwischen Staat &amp; Individuum, wenn über den Körper verfügt werden kann, wenn man nicht dagegen Einspruch erhoben hat #Organspende']"
