tweet_id,tweet_content,annotation_sentiment,annotation_emotion,annotation_qualifier
1266340508365963272,Hass und Hetze nehmen zu: @c_drosten und @Karl_Lauterbach sind nicht allein. Auch ich erhielt am 25.5. so einen Umschlag. Verschwörungstheoretiker schüren ein gefährliches Klima. Das dürfen wir nicht zulassen. Die Politik muss Haltung zeigen und die Stimme der Vernunft sein. https://t.co/ZMEGszUNnc,negative,fear,concern
1335892474359934976,"Die steigende Zahl der Todesfälle zeigt den Ernst der Lage. Wir sind nicht bereit, das so hinzunehmen. Das ständige Kleinreden und Leugnen von Corona ist ein Problem. Die Grundphilosophie heißt jetzt: Daheim bleiben.",neutral,fear,concern
1330480129785663488,"Wir müssen den Lockdown verlängern. Die Zahlen sind leider weiter zu hoch. Wenn wir die Therapie zu früh abbrechen, riskieren wir einen schweren Rückfall. Dann geht alles von vorne los. Lieber jetzt einen längeren Lockdown als komplett über Weihnachten.",neutral,fear,concern
1241017853739925510,#BMW stellt 100.000 Atemschutzmasken aus eigenen Beständen ab heute für #Bayern zur Verfügung. Großer Dank!,positive,surprise,relief
1306565111985864705,"So leid es tut: Aber es ist richtig, keine Fans in die Allianz Arena zu lassen. Die Infektionszahlen in München sind in den letzten Tagen wieder deutlich gestiegen. Wir unterstützen dabei OB Reiter: Es ist Vorsicht geboten. Wir dürfen kein unnötiges Risiko eingehen",neutral,trust,concern
1242053835306270720,Schutzmasken sind da: Mehr als 800.000 sind im bayerischen Zentrallager angekommen und werden umgehend an Krankenhäuser und andere Einrichtungen verteilt. Weitere Lieferungen durch den Bund und die Eigenproduktion im Freistaat werden folgen. https://t.co/u6Wa4NJpZu,positive,anticipation,relief
1340669169902247940,Sorge vor einem möglich mutierten Corona-Virus aus England: Deutschland sollte die Einreise und Landung aus Großbritannien und Südafrika vorübergehend  aussetzen. Genauso handeln unsere europäischen Partner auch. Sicherheit geht jetzt vor. #corona,neutral,trust,concern
1241762821647618053,"Corona ist die größte Herausforderung für Bayern seit dem 2.Weltkrieg. Die grundlegenden Ausgangsbeschränkungen werden eingehalten. Danke! Es war notwendig zu handeln. Wir sind vorangegangen, viele Länder sind gefolgt. Alle sind einig, dass wir soziale Kontakte verringern müssen. https://t.co/dKTmKcZ2AM",positive,trust,downplayed risk
1280432806225641474,"Heute Kabinett. Bayern bleibt vorsichtiger als andere. Denn Corona legt weltweit überall weiter zu. Wir halten daher an der Maskenpflicht fest, erhöhen Testkapazitäten, verfolgen örtliche Infektionen genau. Wir müssen wirklich achtsam bleiben.",neutral,trust,concern
1334582689173790721,Cool wie ich ja jetzt als gewählter Abgeordneter von den Medien erfahre welche Maßnahmen bei #Corona getroffen werden - aber dann können wir uns auch die Debatte im BT sparen und zu Hause bleiben - spart viel Geld  HalbesSmiley,negative,anger,concern
1248914224182636545,"Mitten in einer eigentlich feuchten Jahreszeit, erleben wir eine extreme Trockenheit und Waldbrände in 🇩🇪   Und wir reden nur über #Corona und darüber, die Klimaziele auszusetzen. Wie bescheuert muss man eigentlich sein?",negative,anger,frustration
1238050018025713664,"Na also - geht doch. Ich wette: Merkel verkündet Corona-Ferien dann, wenn eine Großzahl an Schulen und Kommunen diese Entscheidung selbst bereits getroffen haben. Wann bekommt Deutschland endlich wieder eine vernünftige Führung? #freiundkonservativ https://t.co/IHsz41EHfI",negative,anger,frustration
1339297030435463172,Zusätzlich?? Spaß-Kanzlerin #Merkel   Gerade die Superreichen haben ihr Vermögen im Corona Jahr deutlich vergrößert - aber klar die Zeche zahlen diejenigen die jetzt eh nicht so viel haben,negative,anger,frustration
1315965801606807554,"Jeden TAG sterben 15.000 Kinder täglich - nicht an #Corona, sondern #Hunger   Den könnten wir ohne Impfung mit nur 14 Mrd € besiegen  - dies könnten Milliardäre aus der Portokasse bezahlen https://t.co/TrSTGETACM",negative,anger,frustration
1239623320196317184,Systemrelevant #Corona  ✅ Krankenpfleger ✅ Arzthelferin   ✅ Verkäufer Lebensmittel  ... ⛔️Banker  ⛔️Managerin ⛔️Talkshowmoderator ... Mal drüber nachdenken   ...  und ergänzen,negative,anger,frustration
1298949970108854274,"Gesicht zeigen, wird jetzt bestraft. Mancherorts sogar schärfer als Schwarzfahren. Warum nochmal? Weil wir eine ernstere Situation als im März haben? Nein, weil die Kanzlerin die Angst der Bürger politisch braucht. https://t.co/zqMchmtUOL",negative,anger,frustration
1304686855598804993,Er hat nichts begriffen - versteht keine Zusammenhänge - ein im Kopf ganz alter alter Mensch,negative,disgust,frustration
1239662439878340613,Schämt Ihr Euch für solche Fakenews nicht?! Einfach mal bei CureVac aufs Twitterkonto gehen!  https://t.co/SbS6WMowTz,negative,anger,frustration
1231309632347525125,"„Ich fürchte mich nicht vor der Rückkehr der Faschisten in der Maske der Faschisten, sondern vor der Rückkehr der Faschisten in Maske der Demokraten“ Theodor W. Adorno",negative,fear,concern
1241694130155200512,Ich warte die ganze Zeit auf den Markt und die unsichtbare Hand ...  er müsste doch jetzt alles zum Wohle aller regeln ...  #Corona,negative,anger,humour or sarcasm
1270780847273185281,Hätten sich diese Obdachlosen mal letztes Wochenende getroffen...  Ich fass es echt nicht mehr...  https://t.co/UmFLPcr15t,negative,anger,frustration
1312200273910145024,Ekelhaft und menschlich widerlich. Ich will sowas nicht bezahlen.,negative,anger,frustration
1295583184860655616,"Was soll diese unspezifische Panikmache? Ist verunsichern Kanzler-Aufgabe? Entweder gibt es dramatische Infektionszahlen oder nicht. Dann soll Spahn einen guten Vorschlag machen 😀. Länder wie Schweden sind offenbar über dem Berg, hier grassiert Angst. https://t.co/3jp9HYMSX2",negative,anger,misinformation
1335951846771486729,Redeausschnitt Bundestag zu #Lufthansa #Corona #FeudalePlanwirtschaft https://t.co/tNpWOQcDaw,negative,anger,frustration
